RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_DURATION	CURRENT_FIX_END	CURRENT_FIX_INTEREST_AREA_DWELL_TIME	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_INTEREST_AREA_LABEL	CURRENT_FIX_START	DATA_FILE	ACCURACY	KEY_PRESSED	LADO	Session_Name_	Trial_Index_	Trial_Recycled_	col16	correctkey	image1	image2	image3	image4	image5	image6	image7	image8	image9	left_stimuli	lorr	right_stimuli	trial
P2_C5050_S1_O5	1	191	3256	191	3	Target_Area	3066	P2_C5050_S1_O5.edf	1	4	1	P2_C5050	1	False	UNDEFINEDnull	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P2_C5050_S1_O5	1	394	3694	761	1	LeftSample	3301	P2_C5050_S1_O5.edf	1	4	1	P2_C5050	1	False	UNDEFINEDnull	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P2_C5050_S1_O5	1	367	4084	761	1	LeftSample	3717	P2_C5050_S1_O5.edf	1	4	1	P2_C5050	1	False	UNDEFINEDnull	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P2_C5050_S1_O5	2	131	3188	131	3	Target_Area	3058	P2_C5050_S1_O5.edf	1	9	1	P2_C5050	2	False	UNDEFINEDnull	9	zero2.png	26.png	7.png	3.png	zero2.png	38.png	50.png	zero2.png	31.png	31.png	L	19.png	2
P2_C5050_S1_O5	2	771	4010	771	1	LeftSample	3239	P2_C5050_S1_O5.edf	1	9	1	P2_C5050	2	False	UNDEFINEDnull	9	zero2.png	26.png	7.png	3.png	zero2.png	38.png	50.png	zero2.png	31.png	31.png	L	19.png	2
P2_C5050_S1_O5	3	191	3247	191	3	Target_Area	3057	P2_C5050_S1_O5.edf	0	5	1	P2_C5050	3	False	UNDEFINEDnull	2	zero2.png	30.png	42.png	40.png	25.png	zero2.png	3.png	zero2.png	17.png	43.png	R	30.png	3
P2_C5050_S1_O5	3	866	4159	866	1	LeftSample	3293	P2_C5050_S1_O5.edf	0	5	1	P2_C5050	3	False	UNDEFINEDnull	2	zero2.png	30.png	42.png	40.png	25.png	zero2.png	3.png	zero2.png	17.png	43.png	R	30.png	3
P2_C5050_S1_O5	4	172	3229	172	3	Target_Area	3058	P2_C5050_S1_O5.edf	1	9	1	P2_C5050	4	False	UNDEFINEDnull	9	23.png	38.png	zero2.png	12.png	zero2.png	31.png	zero2.png	36.png	5.png	5.png	L	30.png	4
P2_C5050_S1_O5	4	345	3619	648	1	LeftSample	3275	P2_C5050_S1_O5.edf	1	9	1	P2_C5050	4	False	UNDEFINEDnull	9	23.png	38.png	zero2.png	12.png	zero2.png	31.png	zero2.png	36.png	5.png	5.png	L	30.png	4
P2_C5050_S1_O5	4	303	3946	648	1	LeftSample	3644	P2_C5050_S1_O5.edf	1	9	1	P2_C5050	4	False	UNDEFINEDnull	9	23.png	38.png	zero2.png	12.png	zero2.png	31.png	zero2.png	36.png	5.png	5.png	L	30.png	4
P2_C5050_S1_O5	5	168	3224	168	3	Target_Area	3057	P2_C5050_S1_O5.edf	1	3	1	P2_C5050	5	False	UNDEFINEDnull	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P2_C5050_S1_O5	5	772	4042	772	1	LeftSample	3270	P2_C5050_S1_O5.edf	1	3	1	P2_C5050	5	False	UNDEFINEDnull	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P2_C5050_S1_O5	6	130	3186	130	3	Target_Area	3057	P2_C5050_S1_O5.edf	0	6	1	P2_C5050	6	False	UNDEFINEDnull	4	zero2.png	zero2.png	29.png	10.png	43.png	33.png	zero2.png	34.png	27.png	2.png	R	10.png	6
P2_C5050_S1_O5	6	775	4026	775	1	LeftSample	3251	P2_C5050_S1_O5.edf	0	6	1	P2_C5050	6	False	UNDEFINEDnull	4	zero2.png	zero2.png	29.png	10.png	43.png	33.png	zero2.png	34.png	27.png	2.png	R	10.png	6
P2_C5050_S1_O5	7	21	3077	178	3	Target_Area	3057	P2_C5050_S1_O5.edf	1	1	1	P2_C5050	7	False	UNDEFINEDnull	1	28.png	38.png	zero2.png	20.png	zero2.png	8.png	11.png	31.png	zero2.png	26.png	R	28.png	7
P2_C5050_S1_O5	7	157	3251	178	3	Target_Area	3095	P2_C5050_S1_O5.edf	1	1	1	P2_C5050	7	False	UNDEFINEDnull	1	28.png	38.png	zero2.png	20.png	zero2.png	8.png	11.png	31.png	zero2.png	26.png	R	28.png	7
