RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_SAC_END_INTEREST_AREAS	CURRENT_SAC_END_INTEREST_AREA_ID	CURRENT_SAC_END_INTEREST_AREA_LABEL	CURRENT_SAC_START_INTEREST_AREAS	CURRENT_SAC_START_INTEREST_AREA_ID	CURRENT_SAC_START_INTEREST_AREA_LABEL	CURRENT_SAC_START_TIME	TRIAL_START_TIME	ACCURACY	KEY_PRESSED	LADO	Session_Name_	Trial_Index_	Trial_Recycled_	col16	correctkey	image1	image2	image3	image4	image5	image6	image7	image8	image9	left_stimuli	lorr	right_stimuli	trial
P3_C7525_S2_O4	1	[ 1]	1	LeftSample	[ 3]	3	Target_Area	3220	206466	1	1	1	p375252	1	False	L	1	50.png	zero2.png	zero2.png	8.png	zero2.png	5.png	2.png	1.png	9.png	50.png	UNDEFINED	17.png	1
P3_C7525_S2_O4	1	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3564	206466	1	1	1	p375252	1	False	L	1	50.png	zero2.png	zero2.png	8.png	zero2.png	5.png	2.png	1.png	9.png	50.png	UNDEFINED	17.png	1
P3_C7525_S2_O4	1	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3749	206466	1	1	1	p375252	1	False	L	1	50.png	zero2.png	zero2.png	8.png	zero2.png	5.png	2.png	1.png	9.png	50.png	UNDEFINED	17.png	1
P3_C7525_S2_O4	2	[ 1]	1	LeftSample	[ 3]	3	Target_Area	3205	218167	1	8	1	p375252	2	False	L	8	38.png	zero2.png	6.png	18.png	28.png	zero2.png	2.png	45.png	zero2.png	45.png	UNDEFINED	20.png	2
P3_C7525_S2_O4	2	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3582	218167	1	8	1	p375252	2	False	L	8	38.png	zero2.png	6.png	18.png	28.png	zero2.png	2.png	45.png	zero2.png	45.png	UNDEFINED	20.png	2
P3_C7525_S2_O4	2	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3705	218167	1	8	1	p375252	2	False	L	8	38.png	zero2.png	6.png	18.png	28.png	zero2.png	2.png	45.png	zero2.png	45.png	UNDEFINED	20.png	2
P3_C7525_S2_O4	3	[ 1]	1	LeftSample	[ 3]	3	Target_Area	3118	228604	1	2	1	p375252	3	False	L	2	8.png	25.png	zero2.png	41.png	1.png	5.png	zero2.png	zero2.png	23.png	25.png	UNDEFINED	2.png	3
P3_C7525_S2_O4	3	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3294	228604	1	2	1	p375252	3	False	L	2	8.png	25.png	zero2.png	41.png	1.png	5.png	zero2.png	zero2.png	23.png	25.png	UNDEFINED	2.png	3
P3_C7525_S2_O4	3	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3523	228604	1	2	1	p375252	3	False	L	2	8.png	25.png	zero2.png	41.png	1.png	5.png	zero2.png	zero2.png	23.png	25.png	UNDEFINED	2.png	3
P3_C7525_S2_O4	3	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3701	228604	1	2	1	p375252	3	False	L	2	8.png	25.png	zero2.png	41.png	1.png	5.png	zero2.png	zero2.png	23.png	25.png	UNDEFINED	2.png	3
P3_C7525_S2_O4	4	[ 1]	1	LeftSample	[ 3]	3	Target_Area	3357	237825	0	9	1	p375252	4	False	R	6	zero2.png	28.png	6.png	zero2.png	12.png	29.png	zero2.png	2.png	40.png	44.png	UNDEFINED	29.png	4
P3_C7525_S2_O4	4	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3613	237825	0	9	1	p375252	4	False	R	6	zero2.png	28.png	6.png	zero2.png	12.png	29.png	zero2.png	2.png	40.png	44.png	UNDEFINED	29.png	4
P3_C7525_S2_O4	4	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3818	237825	0	9	1	p375252	4	False	R	6	zero2.png	28.png	6.png	zero2.png	12.png	29.png	zero2.png	2.png	40.png	44.png	UNDEFINED	29.png	4
P3_C7525_S2_O4	4	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4133	237825	0	9	1	p375252	4	False	R	6	zero2.png	28.png	6.png	zero2.png	12.png	29.png	zero2.png	2.png	40.png	44.png	UNDEFINED	29.png	4
P3_C7525_S2_O4	5	[ 2]	2	Right_Sample	[ 3]	3	Target_Area	3300	249031	0	3	2	p375252	5	False	L	5	14.png	36.png	38.png	zero2.png	40.png	zero2.png	50.png	zero2.png	7.png	40.png	UNDEFINED	21.png	5
P3_C7525_S2_O4	5	[ 2]	2	Right_Sample	[ 2]	2	Right_Sample	3873	249031	0	3	2	p375252	5	False	L	5	14.png	36.png	38.png	zero2.png	40.png	zero2.png	50.png	zero2.png	7.png	40.png	UNDEFINED	21.png	5
P3_C7525_S2_O4	6	[ 1]	1	LeftSample	[ 3]	3	Target_Area	3223	262255	0	6	1	p375252	6	False	R	7	5.png	zero2.png	zero2.png	zero2.png	19.png	47.png	27.png	2.png	34.png	39.png	UNDEFINED	27.png	6
P3_C7525_S2_O4	6	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3991	262255	0	6	1	p375252	6	False	R	7	5.png	zero2.png	zero2.png	zero2.png	19.png	47.png	27.png	2.png	34.png	39.png	UNDEFINED	27.png	6
P3_C7525_S2_O4	7	[ 1]	1	LeftSample	[ 3]	3	Target_Area	3224	275999	1	4	1	p375252	7	False	L	4	zero2.png	25.png	17.png	29.png	8.png	zero2.png	zero2.png	48.png	40.png	29.png	UNDEFINED	49.png	7
P3_C7525_S2_O4	7	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3497	275999	1	4	1	p375252	7	False	L	4	zero2.png	25.png	17.png	29.png	8.png	zero2.png	zero2.png	48.png	40.png	29.png	UNDEFINED	49.png	7
P3_C7525_S2_O4	7	[ 1]	1	LeftSample	[ 1]	1	LeftSample	3647	275999	1	4	1	p375252	7	False	L	4	zero2.png	25.png	17.png	29.png	8.png	zero2.png	zero2.png	48.png	40.png	29.png	UNDEFINED	49.png	7
