RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_DURATION	CURRENT_FIX_END	CURRENT_FIX_INTEREST_AREA_DWELL_TIME	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_INTEREST_AREA_LABEL	CURRENT_FIX_START	DATA_FILE	ACCURACY	KEY_PRESSED	LADO	Session_Name_	Trial_Index_	Trial_Recycled_	col16	correctkey	image1	image2	image3	image4	image5	image6	image7	image8	image9	left_stimuli	lorr	right_stimuli	trial
P4_C2575_S2_O7	1	249	3761	249	3	Target_Area	3513	P4_C2575_S2_O7.edf	0	2	1	4c	1	False	R	8	zero2.png	29.png	zero2.png	46.png	47.png	41.png	zero2.png	3.png	1.png	30.png	UNDEFINEDnull	3.png	1
P4_C2575_S2_O7	1	326	4138	570	1	LeftSample	3813	P4_C2575_S2_O7.edf	0	2	1	4c	1	False	R	8	zero2.png	29.png	zero2.png	46.png	47.png	41.png	zero2.png	3.png	1.png	30.png	UNDEFINEDnull	3.png	1
P4_C2575_S2_O7	1	244	4581	570	1	LeftSample	4337	P4_C2575_S2_O7.edf	0	2	1	4c	1	False	R	8	zero2.png	29.png	zero2.png	46.png	47.png	41.png	zero2.png	3.png	1.png	30.png	UNDEFINEDnull	3.png	1
P4_C2575_S2_O7	2	148	3204	148	3	Target_Area	3057	P4_C2575_S2_O7.edf	1	1	2	4c	2	False	R	1	43.png	33.png	38.png	zero2.png	6.png	zero2.png	21.png	zero2.png	1.png	20.png	UNDEFINEDnull	43.png	2
P4_C2575_S2_O7	2	338	3598	506	2	Right_Sample	3261	P4_C2575_S2_O7.edf	1	1	2	4c	2	False	R	1	43.png	33.png	38.png	zero2.png	6.png	zero2.png	21.png	zero2.png	1.png	20.png	UNDEFINEDnull	43.png	2
P4_C2575_S2_O7	2	168	4043	506	2	Right_Sample	3875	P4_C2575_S2_O7.edf	1	1	2	4c	2	False	R	1	43.png	33.png	38.png	zero2.png	6.png	zero2.png	21.png	zero2.png	1.png	20.png	UNDEFINEDnull	43.png	2
P4_C2575_S2_O7	3	45	3102	134	3	Target_Area	3058	P4_C2575_S2_O7.edf	0	2	1	4c	3	False	R	8	40.png	38.png	zero2.png	zero2.png	4.png	10.png	zero2.png	27.png	43.png	23.png	UNDEFINEDnull	27.png	3
P4_C2575_S2_O7	3	89	3243	134	3	Target_Area	3155	P4_C2575_S2_O7.edf	0	2	1	4c	3	False	R	8	40.png	38.png	zero2.png	zero2.png	4.png	10.png	zero2.png	27.png	43.png	23.png	UNDEFINEDnull	27.png	3
P4_C2575_S2_O7	3	530	3818	757	1	LeftSample	3289	P4_C2575_S2_O7.edf	0	2	1	4c	3	False	R	8	40.png	38.png	zero2.png	zero2.png	4.png	10.png	zero2.png	27.png	43.png	23.png	UNDEFINEDnull	27.png	3
P4_C2575_S2_O7	3	227	4060	757	1	LeftSample	3833	P4_C2575_S2_O7.edf	0	2	1	4c	3	False	R	8	40.png	38.png	zero2.png	zero2.png	4.png	10.png	zero2.png	27.png	43.png	23.png	UNDEFINEDnull	27.png	3
P4_C2575_S2_O7	4	170	3341	170	3	Target_Area	3172	P4_C2575_S2_O7.edf	1	2	2	4c	4	False	R	2	zero2.png	16.png	26.png	zero2.png	22.png	zero2.png	41.png	32.png	45.png	44.png	UNDEFINEDnull	16.png	4
P4_C2575_S2_O7	4	328	3715	551	2	Right_Sample	3388	P4_C2575_S2_O7.edf	1	2	2	4c	4	False	R	2	zero2.png	16.png	26.png	zero2.png	22.png	zero2.png	41.png	32.png	45.png	44.png	UNDEFINEDnull	16.png	4
P4_C2575_S2_O7	4	223	4158	551	2	Right_Sample	3935	P4_C2575_S2_O7.edf	1	2	2	4c	4	False	R	2	zero2.png	16.png	26.png	zero2.png	22.png	zero2.png	41.png	32.png	45.png	44.png	UNDEFINEDnull	16.png	4
P4_C2575_S2_O7	5	258	3314	258	3	Target_Area	3057	P4_C2575_S2_O7.edf	1	5	1	4c	5	False	L	5	9.png	46.png	18.png	zero2.png	45.png	zero2.png	27.png	zero2.png	30.png	45.png	UNDEFINEDnull	31.png	5
P4_C2575_S2_O7	5	111	3468	374	1	LeftSample	3358	P4_C2575_S2_O7.edf	1	5	1	4c	5	False	L	5	9.png	46.png	18.png	zero2.png	45.png	zero2.png	27.png	zero2.png	30.png	45.png	UNDEFINEDnull	31.png	5
P4_C2575_S2_O7	5	181	3666	374	1	LeftSample	3486	P4_C2575_S2_O7.edf	1	5	1	4c	5	False	L	5	9.png	46.png	18.png	zero2.png	45.png	zero2.png	27.png	zero2.png	30.png	45.png	UNDEFINEDnull	31.png	5
P4_C2575_S2_O7	5	82	3757	374	1	LeftSample	3676	P4_C2575_S2_O7.edf	1	5	1	4c	5	False	L	5	9.png	46.png	18.png	zero2.png	45.png	zero2.png	27.png	zero2.png	30.png	45.png	UNDEFINEDnull	31.png	5
P4_C2575_S2_O7	6	152	3209	171	3	Target_Area	3058	P4_C2575_S2_O7.edf	1	5	2	4c	6	False	R	5	zero2.png	16.png	37.png	zero2.png	31.png	zero2.png	45.png	22.png	6.png	25.png	UNDEFINEDnull	31.png	6
P4_C2575_S2_O7	6	312	3567	312	2	Right_Sample	3256	P4_C2575_S2_O7.edf	1	5	2	4c	6	False	R	5	zero2.png	16.png	37.png	zero2.png	31.png	zero2.png	45.png	22.png	6.png	25.png	UNDEFINEDnull	31.png	6
