RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_DURATION	CURRENT_FIX_END	CURRENT_FIX_INTEREST_AREA_DWELL_TIME	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_INTEREST_AREA_LABEL	CURRENT_FIX_START	DATA_FILE	ACCURACY	KEY_PRESSED	LADO	Session_Name_	Trial_Index_	Trial_Recycled_	col16	correctkey	image1	image2	image3	image4	image5	image6	image7	image8	image9	left_stimuli	lorr	right_stimuli	trial
P3_C1090_S2_O10	1	137	3308	137	3	Target_Area	3172	P3_C1090_S2_O10.edf	0	3	1	p310902	1	False	R	4	39.png	zero2.png	6.png	18.png	zero2.png	30.png	27.png	zero2.png	48.png	35.png	UNDEFINEDnull	18.png	1
P3_C1090_S2_O10	1	358	3722	742	1	LeftSample	3365	P3_C1090_S2_O10.edf	0	3	1	p310902	1	False	R	4	39.png	zero2.png	6.png	18.png	zero2.png	30.png	27.png	zero2.png	48.png	35.png	UNDEFINEDnull	18.png	1
P3_C1090_S2_O10	1	384	4141	742	1	LeftSample	3757	P3_C1090_S2_O10.edf	0	3	1	p310902	1	False	R	4	39.png	zero2.png	6.png	18.png	zero2.png	30.png	27.png	zero2.png	48.png	35.png	UNDEFINEDnull	18.png	1
P3_C1090_S2_O10	2	139	3195	139	3	Target_Area	3057	P3_C1090_S2_O10.edf	1	5	2	p310902	2	False	R	5	40.png	50.png	zero2.png	zero2.png	30.png	zero2.png	22.png	6.png	42.png	10.png	UNDEFINEDnull	30.png	2
P3_C1090_S2_O10	2	415	3666	813	2	Right_Sample	3252	P3_C1090_S2_O10.edf	1	5	2	p310902	2	False	R	5	40.png	50.png	zero2.png	zero2.png	30.png	zero2.png	22.png	6.png	42.png	10.png	UNDEFINEDnull	30.png	2
P3_C1090_S2_O10	2	111	3795	813	2	Right_Sample	3685	P3_C1090_S2_O10.edf	1	5	2	p310902	2	False	R	5	40.png	50.png	zero2.png	zero2.png	30.png	zero2.png	22.png	6.png	42.png	10.png	UNDEFINEDnull	30.png	2
P3_C1090_S2_O10	2	139	3953	813	2	Right_Sample	3815	P3_C1090_S2_O10.edf	1	5	2	p310902	2	False	R	5	40.png	50.png	zero2.png	zero2.png	30.png	zero2.png	22.png	6.png	42.png	10.png	UNDEFINEDnull	30.png	2
P3_C1090_S2_O10	2	148	4126	813	2	Right_Sample	3978	P3_C1090_S2_O10.edf	1	5	2	p310902	2	False	R	5	40.png	50.png	zero2.png	zero2.png	30.png	zero2.png	22.png	6.png	42.png	10.png	UNDEFINEDnull	30.png	2
P3_C1090_S2_O10	3	108	3281	108	3	Target_Area	3174	P3_C1090_S2_O10.edf	0	3	2	p310902	3	False	L	2	zero2.png	39.png	21.png	27.png	16.png	7.png	zero2.png	48.png	zero2.png	39.png	UNDEFINEDnull	31.png	3
P3_C1090_S2_O10	3	298	3637	722	2	Right_Sample	3340	P3_C1090_S2_O10.edf	0	3	2	p310902	3	False	L	2	zero2.png	39.png	21.png	27.png	16.png	7.png	zero2.png	48.png	zero2.png	39.png	UNDEFINEDnull	31.png	3
P3_C1090_S2_O10	3	204	3871	722	2	Right_Sample	3668	P3_C1090_S2_O10.edf	0	3	2	p310902	3	False	L	2	zero2.png	39.png	21.png	27.png	16.png	7.png	zero2.png	48.png	zero2.png	39.png	UNDEFINEDnull	31.png	3
P3_C1090_S2_O10	3	220	4108	722	2	Right_Sample	3888	P3_C1090_S2_O10.edf	0	3	2	p310902	3	False	L	2	zero2.png	39.png	21.png	27.png	16.png	7.png	zero2.png	48.png	zero2.png	39.png	UNDEFINEDnull	31.png	3
P3_C1090_S2_O10	4	148	3320	148	3	Target_Area	3173	P3_C1090_S2_O10.edf	1	4	2	p310902	4	False	R	4	zero2.png	zero2.png	13.png	10.png	20.png	44.png	zero2.png	11.png	30.png	1.png	UNDEFINEDnull	10.png	4
P3_C1090_S2_O10	4	280	3655	742	2	Right_Sample	3376	P3_C1090_S2_O10.edf	1	4	2	p310902	4	False	R	4	zero2.png	zero2.png	13.png	10.png	20.png	44.png	zero2.png	11.png	30.png	1.png	UNDEFINEDnull	10.png	4
P3_C1090_S2_O10	4	191	3870	742	2	Right_Sample	3680	P3_C1090_S2_O10.edf	1	4	2	p310902	4	False	R	4	zero2.png	zero2.png	13.png	10.png	20.png	44.png	zero2.png	11.png	30.png	1.png	UNDEFINEDnull	10.png	4
P3_C1090_S2_O10	4	271	4159	742	2	Right_Sample	3888	P3_C1090_S2_O10.edf	1	4	2	p310902	4	False	R	4	zero2.png	zero2.png	13.png	10.png	20.png	44.png	zero2.png	11.png	30.png	1.png	UNDEFINEDnull	10.png	4
P3_C1090_S2_O10	5	162	3219	162	3	Target_Area	3058	P3_C1090_S2_O10.edf	1	3	2	p310902	5	False	R	3	38.png	32.png	33.png	25.png	zero2.png	2.png	zero2.png	zero2.png	17.png	6.png	UNDEFINEDnull	33.png	5
P3_C1090_S2_O10	5	431	3705	1174	2	Right_Sample	3275	P3_C1090_S2_O10.edf	1	3	2	p310902	5	False	R	3	38.png	32.png	33.png	25.png	zero2.png	2.png	zero2.png	zero2.png	17.png	6.png	UNDEFINEDnull	33.png	5
P3_C1090_S2_O10	5	307	4044	1174	2	Right_Sample	3738	P3_C1090_S2_O10.edf	1	3	2	p310902	5	False	R	3	38.png	32.png	33.png	25.png	zero2.png	2.png	zero2.png	zero2.png	17.png	6.png	UNDEFINEDnull	33.png	5
P3_C1090_S2_O10	5	165	4228	1174	2	Right_Sample	4064	P3_C1090_S2_O10.edf	1	3	2	p310902	5	False	R	3	38.png	32.png	33.png	25.png	zero2.png	2.png	zero2.png	zero2.png	17.png	6.png	UNDEFINEDnull	33.png	5
P3_C1090_S2_O10	5	271	4511	1174	2	Right_Sample	4240	P3_C1090_S2_O10.edf	1	3	2	p310902	5	False	R	3	38.png	32.png	33.png	25.png	zero2.png	2.png	zero2.png	zero2.png	17.png	6.png	UNDEFINEDnull	33.png	5
P3_C1090_S2_O10	6	123	3179	123	3	Target_Area	3057	P3_C1090_S2_O10.edf	1	3	2	p310902	6	False	R	3	zero2.png	19.png	42.png	33.png	3.png	9.png	zero2.png	zero2.png	12.png	21.png	UNDEFINEDnull	42.png	6
P3_C1090_S2_O10	6	582	3817	1314	2	Right_Sample	3236	P3_C1090_S2_O10.edf	1	3	2	p310902	6	False	R	3	zero2.png	19.png	42.png	33.png	3.png	9.png	zero2.png	zero2.png	12.png	21.png	UNDEFINEDnull	42.png	6
P3_C1090_S2_O10	6	369	4210	1314	2	Right_Sample	3842	P3_C1090_S2_O10.edf	1	3	2	p310902	6	False	R	3	zero2.png	19.png	42.png	33.png	3.png	9.png	zero2.png	zero2.png	12.png	21.png	UNDEFINEDnull	42.png	6
P3_C1090_S2_O10	6	154	4381	1314	2	Right_Sample	4228	P3_C1090_S2_O10.edf	1	3	2	p310902	6	False	R	3	zero2.png	19.png	42.png	33.png	3.png	9.png	zero2.png	zero2.png	12.png	21.png	UNDEFINEDnull	42.png	6
P3_C1090_S2_O10	6	209	4611	1314	2	Right_Sample	4402	P3_C1090_S2_O10.edf	1	3	2	p310902	6	False	R	3	zero2.png	19.png	42.png	33.png	3.png	9.png	zero2.png	zero2.png	12.png	21.png	UNDEFINEDnull	42.png	6
P3_C1090_S2_O10	7	124	3180	124	3	Target_Area	3057	P3_C1090_S2_O10.edf	1	8	2	p310902	7	False	R	8	zero2.png	47.png	zero2.png	43.png	40.png	27.png	zero2.png	28.png	24.png	8.png	UNDEFINEDnull	28.png	7
P3_C1090_S2_O10	7	126	3356	867	2	Right_Sample	3231	P3_C1090_S2_O10.edf	1	8	2	p310902	7	False	R	8	zero2.png	47.png	zero2.png	43.png	40.png	27.png	zero2.png	28.png	24.png	8.png	UNDEFINEDnull	28.png	7
P3_C1090_S2_O10	7	299	3691	867	2	Right_Sample	3393	P3_C1090_S2_O10.edf	1	8	2	p310902	7	False	R	8	zero2.png	47.png	zero2.png	43.png	40.png	27.png	zero2.png	28.png	24.png	8.png	UNDEFINEDnull	28.png	7
