RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_SAC_END_INTEREST_AREAS	CURRENT_SAC_END_INTEREST_AREA_ID	CURRENT_SAC_END_INTEREST_AREA_LABEL	CURRENT_SAC_START_INTEREST_AREAS	CURRENT_SAC_START_INTEREST_AREA_ID	CURRENT_SAC_START_INTEREST_AREA_LABEL	CURRENT_SAC_START_TIME	TRIAL_START_TIME	ACCURACY	KEY_PRESSED	LADO	Session_Name_	Trial_Index_	Trial_Recycled_	col16	correctkey	image1	image2	image3	image4	image5	image6	image7	image8	image9	left_stimuli	lorr	right_stimuli	trial
P4_C5050_S2_O4	1	[ 1]	1	LeftSample	[ 3]	3	Target_Area	22030	540709	1	4	1	adreil	1	False	UNDEFINED	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P4_C5050_S2_O4	1	[ 1]	1	LeftSample	[ 1]	1	LeftSample	22188	540709	1	4	1	adreil	1	False	UNDEFINED	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P4_C5050_S2_O4	1	[ 1]	1	LeftSample	[ 1]	1	LeftSample	22430	540709	1	4	1	adreil	1	False	UNDEFINED	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P4_C5050_S2_O4	1	[ 1]	1	LeftSample	[ 1]	1	LeftSample	22492	540709	1	4	1	adreil	1	False	UNDEFINED	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P4_C5050_S2_O4	1	[ 1]	1	LeftSample	[ 1]	1	LeftSample	22574	540709	1	4	1	adreil	1	False	UNDEFINED	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P4_C5050_S2_O4	1	[ 1]	1	LeftSample	[ 1]	1	LeftSample	22697	540709	1	4	1	adreil	1	False	UNDEFINED	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P4_C5050_S2_O4	1	[ 1]	1	LeftSample	[ 1]	1	LeftSample	22853	540709	1	4	1	adreil	1	False	UNDEFINED	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P4_C5050_S2_O4	1	[ 1]	1	LeftSample	[ 1]	1	LeftSample	22923	540709	1	4	1	adreil	1	False	UNDEFINED	4	35.png	39.png	zero2.png	50.png	zero2.png	5.png	zero2.png	41.png	19.png	50.png	L	43.png	1
P4_C5050_S2_O4	2	[ 1]	1	LeftSample	[ 1]	1	LeftSample	449	568227	1	9	1	adreil	2	False	UNDEFINED	9	zero2.png	26.png	7.png	3.png	zero2.png	38.png	50.png	zero2.png	31.png	31.png	L	19.png	2
P4_C5050_S2_O4	2	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4532	568227	1	9	1	adreil	2	False	UNDEFINED	9	zero2.png	26.png	7.png	3.png	zero2.png	38.png	50.png	zero2.png	31.png	31.png	L	19.png	2
P4_C5050_S2_O4	2	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4681	568227	1	9	1	adreil	2	False	UNDEFINED	9	zero2.png	26.png	7.png	3.png	zero2.png	38.png	50.png	zero2.png	31.png	31.png	L	19.png	2
P4_C5050_S2_O4	2	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4934	568227	1	9	1	adreil	2	False	UNDEFINED	9	zero2.png	26.png	7.png	3.png	zero2.png	38.png	50.png	zero2.png	31.png	31.png	L	19.png	2
P4_C5050_S2_O4	2	[ 1]	1	LeftSample	[ 1]	1	LeftSample	5114	568227	1	9	1	adreil	2	False	UNDEFINED	9	zero2.png	26.png	7.png	3.png	zero2.png	38.png	50.png	zero2.png	31.png	31.png	L	19.png	2
P4_C5050_S2_O4	3	[ 2]	2	Right_Sample	[ 2]	2	Right_Sample	452	578965	1	2	2	adreil	3	False	UNDEFINED	2	zero2.png	30.png	42.png	40.png	25.png	zero2.png	3.png	zero2.png	17.png	43.png	R	30.png	3
P4_C5050_S2_O4	3	[ 2]	2	Right_Sample	[ 2]	2	Right_Sample	4887	578965	1	2	2	adreil	3	False	UNDEFINED	2	zero2.png	30.png	42.png	40.png	25.png	zero2.png	3.png	zero2.png	17.png	43.png	R	30.png	3
P4_C5050_S2_O4	4	[ 2]	2	Right_Sample	[ 3]	3	Target_Area	918	589655	1	9	1	adreil	4	False	UNDEFINED	9	23.png	38.png	zero2.png	12.png	zero2.png	31.png	zero2.png	36.png	5.png	5.png	L	30.png	4
P4_C5050_S2_O4	4	[ 1]	1	LeftSample	[ 2]	2	Right_Sample	4690	589655	1	9	1	adreil	4	False	UNDEFINED	9	23.png	38.png	zero2.png	12.png	zero2.png	31.png	zero2.png	36.png	5.png	5.png	L	30.png	4
P4_C5050_S2_O4	4	[ 1]	1	LeftSample	[ 1]	1	LeftSample	5117	589655	1	9	1	adreil	4	False	UNDEFINED	9	23.png	38.png	zero2.png	12.png	zero2.png	31.png	zero2.png	36.png	5.png	5.png	L	30.png	4
P4_C5050_S2_O4	5	[ 3]	3	Target_Area	[ 3]	3	Target_Area	1239	600308	1	3	1	adreil	5	False	UNDEFINED	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P4_C5050_S2_O4	5	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4009	600308	1	3	1	adreil	5	False	UNDEFINED	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P4_C5050_S2_O4	5	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4252	600308	1	3	1	adreil	5	False	UNDEFINED	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P4_C5050_S2_O4	5	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4291	600308	1	3	1	adreil	5	False	UNDEFINED	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P4_C5050_S2_O4	5	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4407	600308	1	3	1	adreil	5	False	UNDEFINED	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P4_C5050_S2_O4	5	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4473	600308	1	3	1	adreil	5	False	UNDEFINED	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P4_C5050_S2_O4	5	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4668	600308	1	3	1	adreil	5	False	UNDEFINED	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P4_C5050_S2_O4	5	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4792	600308	1	3	1	adreil	5	False	UNDEFINED	3	zero2.png	10.png	41.png	35.png	30.png	zero2.png	1.png	zero2.png	34.png	41.png	L	45.png	5
P4_C5050_S2_O4	6	[ 3]	3	Target_Area	[ 3]	3	Target_Area	4012	612148	0	6	1	adreil	6	False	UNDEFINED	4	zero2.png	zero2.png	29.png	10.png	43.png	33.png	zero2.png	34.png	27.png	2.png	R	10.png	6
P4_C5050_S2_O4	6	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4409	612148	0	6	1	adreil	6	False	UNDEFINED	4	zero2.png	zero2.png	29.png	10.png	43.png	33.png	zero2.png	34.png	27.png	2.png	R	10.png	6
P4_C5050_S2_O4	6	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4570	612148	0	6	1	adreil	6	False	UNDEFINED	4	zero2.png	zero2.png	29.png	10.png	43.png	33.png	zero2.png	34.png	27.png	2.png	R	10.png	6
P4_C5050_S2_O4	6	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4740	612148	0	6	1	adreil	6	False	UNDEFINED	4	zero2.png	zero2.png	29.png	10.png	43.png	33.png	zero2.png	34.png	27.png	2.png	R	10.png	6
P4_C5050_S2_O4	6	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4773	612148	0	6	1	adreil	6	False	UNDEFINED	4	zero2.png	zero2.png	29.png	10.png	43.png	33.png	zero2.png	34.png	27.png	2.png	R	10.png	6
P4_C5050_S2_O4	6	[ 1]	1	LeftSample	[ 1]	1	LeftSample	5221	612148	0	6	1	adreil	6	False	UNDEFINED	4	zero2.png	zero2.png	29.png	10.png	43.png	33.png	zero2.png	34.png	27.png	2.png	R	10.png	6
P4_C5050_S2_O4	7	[ 3]	3	Target_Area	[ 3]	3	Target_Area	3983	625341	0	5	1	adreil	7	False	UNDEFINED	1	28.png	38.png	zero2.png	20.png	zero2.png	8.png	11.png	31.png	zero2.png	26.png	R	28.png	7
P4_C5050_S2_O4	7	[ 1]	1	LeftSample	[ 3]	3	Target_Area	4157	625341	0	5	1	adreil	7	False	UNDEFINED	1	28.png	38.png	zero2.png	20.png	zero2.png	8.png	11.png	31.png	zero2.png	26.png	R	28.png	7
P4_C5050_S2_O4	7	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4647	625341	0	5	1	adreil	7	False	UNDEFINED	1	28.png	38.png	zero2.png	20.png	zero2.png	8.png	11.png	31.png	zero2.png	26.png	R	28.png	7
P4_C5050_S2_O4	7	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4876	625341	0	5	1	adreil	7	False	UNDEFINED	1	28.png	38.png	zero2.png	20.png	zero2.png	8.png	11.png	31.png	zero2.png	26.png	R	28.png	7
P4_C5050_S2_O4	7	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4942	625341	0	5	1	adreil	7	False	UNDEFINED	1	28.png	38.png	zero2.png	20.png	zero2.png	8.png	11.png	31.png	zero2.png	26.png	R	28.png	7
P4_C5050_S2_O4	7	[ 1]	1	LeftSample	[ 1]	1	LeftSample	5027	625341	0	5	1	adreil	7	False	UNDEFINED	1	28.png	38.png	zero2.png	20.png	zero2.png	8.png	11.png	31.png	zero2.png	26.png	R	28.png	7
P4_C5050_S2_O4	8	[ 2]	2	Right_Sample	[ 3]	3	Target_Area	4574	636931	0	6	2	adreil	8	False	UNDEFINED	5	17.png	46.png	16.png	zero2.png	7.png	zero2.png	3.png	zero2.png	27.png	7.png	L	32.png	8
P4_C5050_S2_O4	8	[ 2]	2	Right_Sample	[ 2]	2	Right_Sample	11100	636931	0	6	2	adreil	8	False	UNDEFINED	5	17.png	46.png	16.png	zero2.png	7.png	zero2.png	3.png	zero2.png	27.png	7.png	L	32.png	8
P4_C5050_S2_O4	8	[ 2]	2	Right_Sample	[ 2]	2	Right_Sample	11204	636931	0	6	2	adreil	8	False	UNDEFINED	5	17.png	46.png	16.png	zero2.png	7.png	zero2.png	3.png	zero2.png	27.png	7.png	L	32.png	8
P4_C5050_S2_O4	8	[ 2]	2	Right_Sample	[ 2]	2	Right_Sample	11276	636931	0	6	2	adreil	8	False	UNDEFINED	5	17.png	46.png	16.png	zero2.png	7.png	zero2.png	3.png	zero2.png	27.png	7.png	L	32.png	8
P4_C5050_S2_O4	9	[ 3]	3	Target_Area	[ 3]	3	Target_Area	4680	653999	0	6	2	adreil	9	False	UNDEFINED	5	zero2.png	10.png	zero2.png	zero2.png	11.png	36.png	2.png	24.png	14.png	11.png	L	28.png	9
P4_C5050_S2_O4	9	[ 2]	2	Right_Sample	[ 3]	3	Target_Area	4811	653999	0	6	2	adreil	9	False	UNDEFINED	5	zero2.png	10.png	zero2.png	zero2.png	11.png	36.png	2.png	24.png	14.png	11.png	L	28.png	9
P4_C5050_S2_O4	9	[ 2]	2	Right_Sample	[ 2]	2	Right_Sample	7221	653999	0	6	2	adreil	9	False	UNDEFINED	5	zero2.png	10.png	zero2.png	zero2.png	11.png	36.png	2.png	24.png	14.png	11.png	L	28.png	9
P4_C5050_S2_O4	10	[ 1]	1	LeftSample	[ 3]	3	Target_Area	4296	667708	1	6	1	adreil	10	False	UNDEFINED	6	zero2.png	zero2.png	28.png	27.png	zero2.png	40.png	46.png	13.png	31.png	40.png	L	38.png	10
P4_C5050_S2_O4	10	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4911	667708	1	6	1	adreil	10	False	UNDEFINED	6	zero2.png	zero2.png	28.png	27.png	zero2.png	40.png	46.png	13.png	31.png	40.png	L	38.png	10
P4_C5050_S2_O4	10	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4953	667708	1	6	1	adreil	10	False	UNDEFINED	6	zero2.png	zero2.png	28.png	27.png	zero2.png	40.png	46.png	13.png	31.png	40.png	L	38.png	10
P4_C5050_S2_O4	10	[ 1]	1	LeftSample	[ 1]	1	LeftSample	5007	667708	1	6	1	adreil	10	False	UNDEFINED	6	zero2.png	zero2.png	28.png	27.png	zero2.png	40.png	46.png	13.png	31.png	40.png	L	38.png	10
P4_C5050_S2_O4	10	[ 1]	1	LeftSample	[ 1]	1	LeftSample	5113	667708	1	6	1	adreil	10	False	UNDEFINED	6	zero2.png	zero2.png	28.png	27.png	zero2.png	40.png	46.png	13.png	31.png	40.png	L	38.png	10
P4_C5050_S2_O4	10	[ 1]	1	LeftSample	[ 1]	1	LeftSample	5220	667708	1	6	1	adreil	10	False	UNDEFINED	6	zero2.png	zero2.png	28.png	27.png	zero2.png	40.png	46.png	13.png	31.png	40.png	L	38.png	10
P4_C5050_S2_O4	10	[ 1]	1	LeftSample	[ 1]	1	LeftSample	5333	667708	1	6	1	adreil	10	False	UNDEFINED	6	zero2.png	zero2.png	28.png	27.png	zero2.png	40.png	46.png	13.png	31.png	40.png	L	38.png	10
P4_C5050_S2_O4	11	[ 1]	1	LeftSample	[ 3]	3	Target_Area	4163	678898	0	5	1	adreil	11	False	UNDEFINED	2	zero2.png	34.png	35.png	zero2.png	31.png	27.png	zero2.png	14.png	33.png	4.png	R	34.png	11
P4_C5050_S2_O4	11	[ 1]	1	LeftSample	[ 1]	1	LeftSample	4550	678898	0	5	1	adreil	11	False	UNDEFINED	2	zero2.png	34.png	35.png	zero2.png	31.png	27.png	zero2.png	14.png	33.png	4.png	R	34.png	11
P4_C5050_S2_O4	12	[ 3]	3	Target_Area	[ 3]	3	Target_Area	3542	691489	1	4	1	adreil	12	False	UNDEFINED	4	zero2.png	zero2.png	35.png	20.png	31.png	38.png	19.png	zero2.png	8.png	20.png	L	23.png	12
